actual_support_overlap,cuda_event_ms,height,mode,n_gaussians,phase,repeat,requested_support_overlap,seed,support_aabb_visits,width,within_cell_measurement_order,work_scope
4.666259765625,2.0830719470977783,128,cuda_block_reduce,512,representative_fit_step,2,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,2.0336639881134033,128,cuda_block_reduce,512,representative_fit_step,3,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,2.0305919647216797,128,cuda_block_reduce,512,representative_fit_step,4,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,2.017280101776123,128,cuda_block_reduce,512,representative_fit_step,5,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,2.036479949951172,128,cuda_block_reduce,512,representative_fit_step,6,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,2.042880058288574,128,cuda_block_reduce,512,representative_fit_step,7,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,2.082688093185425,128,cuda_block_reduce,512,representative_fit_step,8,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,2.0346879959106445,128,cuda_block_reduce,512,representative_fit_step,9,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,2.0651841163635254,128,cuda_block_reduce,512,representative_fit_step,10,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,2.045919895172119,128,cuda_block_reduce,512,representative_fit_step,11,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,2.100224018096924,128,cuda_block_reduce,512,representative_fit_step,12,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,2.077728033065796,128,cuda_block_reduce,512,representative_fit_step,13,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,2.0193281173706055,128,cuda_block_reduce,512,representative_fit_step,14,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.4352000057697296,128,cuda_block_reduce,512,exact_forward,0,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.40038400888442993,128,cuda_block_reduce,512,exact_forward,1,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.4063040018081665,128,cuda_block_reduce,512,exact_forward,2,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.3930239975452423,128,cuda_block_reduce,512,exact_forward,3,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.4126720130443573,128,cuda_block_reduce,512,exact_forward,4,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.3891200125217438,128,cuda_block_reduce,512,exact_forward,5,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.3890239894390106,128,cuda_block_reduce,512,exact_forward,6,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.4044159948825836,128,cuda_block_reduce,512,exact_forward,7,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.4280320107936859,128,cuda_block_reduce,512,exact_forward,8,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.39321601390838623,128,cuda_block_reduce,512,exact_forward,9,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.38684800267219543,128,cuda_block_reduce,512,exact_forward,10,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.4144960045814514,128,cuda_block_reduce,512,exact_forward,11,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.38489601016044617,128,cuda_block_reduce,512,exact_forward,12,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.40755200386047363,128,cuda_block_reduce,512,exact_forward,13,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.38707199692726135,128,cuda_block_reduce,512,exact_forward,14,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.5129280090332031,128,cuda_block_reduce,512,exact_backward,0,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.5079039931297302,128,cuda_block_reduce,512,exact_backward,1,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.49062401056289673,128,cuda_block_reduce,512,exact_backward,2,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.4986880123615265,128,cuda_block_reduce,512,exact_backward,3,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.4935680031776428,128,cuda_block_reduce,512,exact_backward,4,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.502784013748169,128,cuda_block_reduce,512,exact_backward,5,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.4997119903564453,128,cuda_block_reduce,512,exact_backward,6,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.502784013748169,128,cuda_block_reduce,512,exact_backward,7,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.5047680139541626,128,cuda_block_reduce,512,exact_backward,8,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.49375998973846436,128,cuda_block_reduce,512,exact_backward,9,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.5130239725112915,128,cuda_block_reduce,512,exact_backward,10,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.5058559775352478,128,cuda_block_reduce,512,exact_backward,11,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.4935680031776428,128,cuda_block_reduce,512,exact_backward,12,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.4843519926071167,128,cuda_block_reduce,512,exact_backward,13,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.4925119876861572,128,cuda_block_reduce,512,exact_backward,14,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.8652799725532532,128,cuda_block_reduce,512,fit_backward,0,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.8376320004463196,128,cuda_block_reduce,512,fit_backward,1,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.8674560189247131,128,cuda_block_reduce,512,fit_backward,2,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.8806399703025818,128,cuda_block_reduce,512,fit_backward,3,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.8447999954223633,128,cuda_block_reduce,512,fit_backward,4,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
16.18792724609375,0.8765439987182617,128,cuda_block_reduce,512,fit_backward,5,16.0,1,265223,128,0,synthetic_microfit_cuda_event_device_timeline_only
